age,education.num,capital.gain,capital.loss,hours.per.week,workclass,marital.status,occupation,race,sex,native.country,income
22,10,0,0,40,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
30,10,0,0,40,Self-emp-not-inc,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
33,9,0,0,40,Local-gov,Never-married,Other-service,Black,Male,United-States,<=50K
69,6,0,0,20,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
24,9,0,0,25,?,Married-civ-spouse,?,White,Female,United-States,<=50K
45,10,15024,0,99,Private,Married-civ-spouse,Sales,Black,Male,United-States,>50K
57,6,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
33,11,0,2444,42,Private,Separated,Craft-repair,White,Male,United-States,>50K
51,10,0,0,40,?,Divorced,?,White,Female,United-States,<=50K
64,9,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
27,13,0,0,45,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
48,9,0,0,40,Private,Divorced,Handlers-cleaners,Asian-Pac-Islander,Female,South,<=50K
21,9,0,0,24,Private,Never-married,Farming-fishing,White,Male,United-States,<=50K
52,16,99999,0,65,Self-emp-inc,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
41,13,0,0,40,Local-gov,Divorced,Prof-specialty,White,Female,United-States,<=50K
47,9,0,0,40,Local-gov,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
63,6,0,0,40,Private,Separated,Machine-op-inspct,Black,Male,United-States,<=50K
25,10,0,0,15,Private,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K
64,9,0,0,50,?,Married-civ-spouse,?,White,Male,United-States,>50K
37,9,0,0,45,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
63,13,15024,0,40,Private,Married-civ-spouse,Sales,White,Male,Iran,>50K
49,4,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
52,7,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,Other,Male,Dominican-Republic,<=50K
35,7,0,0,8,Private,Separated,Priv-house-serv,White,Female,Mexico,<=50K
34,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,Black,Female,United-States,<=50K
30,10,0,0,70,Self-emp-inc,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
45,9,7688,0,50,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
36,9,0,0,90,State-gov,Never-married,Exec-managerial,Black,Male,United-States,<=50K
61,8,0,0,40,Private,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
28,10,3887,0,40,Federal-gov,Never-married,Adm-clerical,Black,Female,United-States,<=50K
35,13,0,0,48,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
50,9,7688,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
54,10,0,0,50,Private,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
45,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
33,9,0,0,50,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
39,13,0,0,40,Private,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,Philippines,>50K
40,10,0,0,40,Local-gov,Never-married,Exec-managerial,White,Male,United-States,<=50K
23,13,0,0,40,Local-gov,Never-married,Prof-specialty,White,Male,United-States,<=50K
24,9,0,0,40,Private,Never-married,Other-service,White,Male,United-States,<=50K
36,3,0,0,40,Private,Married-spouse-absent,Craft-repair,White,Male,Mexico,<=50K
43,9,0,0,40,State-gov,Married-spouse-absent,Exec-managerial,White,Female,United-States,<=50K
29,11,0,0,43,Private,Never-married,Prof-specialty,White,Male,United-States,<=50K
20,5,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
50,14,15024,0,45,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
64,4,0,0,40,State-gov,Married-civ-spouse,Other-service,Black,Female,United-States,<=50K
58,9,0,0,35,Private,Widowed,Sales,White,Female,United-States,>50K
28,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,Black,Female,Cuba,<=50K
40,8,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,Cuba,>50K
52,14,4787,0,44,State-gov,Married-spouse-absent,Exec-managerial,White,Female,United-States,>50K
57,10,0,0,60,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
34,10,0,0,72,Self-emp-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
28,13,0,0,40,Private,Married-spouse-absent,Tech-support,Black,Female,United-States,<=50K
24,10,1151,0,40,Local-gov,Never-married,Protective-serv,Other,Male,United-States,<=50K
38,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
38,10,0,0,40,Private,Married-spouse-absent,Prof-specialty,Black,Female,United-States,<=50K
21,10,0,0,30,?,Never-married,?,White,Female,United-States,<=50K
42,13,0,1977,48,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
44,13,0,0,48,Federal-gov,Married-civ-spouse,Exec-managerial,Black,Male,United-States,<=50K
31,9,0,0,58,Private,Never-married,Sales,Black,Female,United-States,<=50K
28,13,0,1887,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
38,10,0,0,50,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
34,14,0,0,40,Private,Never-married,Tech-support,Black,Female,?,<=50K
49,13,15024,0,40,State-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
34,13,0,0,48,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
50,9,0,0,40,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
22,10,0,0,48,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
41,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
21,9,0,0,19,Private,Never-married,Other-service,White,Female,United-States,<=50K
23,11,0,0,20,Private,Never-married,Other-service,White,Male,United-States,<=50K
24,10,0,0,30,Private,Married-spouse-absent,Sales,Other,Female,Ecuador,<=50K
34,10,0,0,60,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
23,13,10520,0,40,State-gov,Never-married,Prof-specialty,White,Male,United-States,>50K
62,9,0,0,40,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
20,10,0,0,8,Private,Never-married,Handlers-cleaners,White,Female,United-States,<=50K
31,13,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
63,9,0,0,45,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
24,10,0,0,50,Private,Never-married,Sales,Asian-Pac-Islander,Female,Philippines,<=50K
38,14,0,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,Cuba,>50K
42,7,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
36,10,0,0,40,Private,Divorced,Sales,White,Female,United-States,<=50K
36,14,0,0,60,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
41,10,0,0,40,State-gov,Divorced,Adm-clerical,White,Female,United-States,<=50K
49,9,0,1876,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
25,10,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29,12,0,0,40,Private,Never-married,Tech-support,White,Male,United-States,<=50K
39,10,0,1564,12,Self-emp-not-inc,Never-married,Prof-specialty,White,Male,United-States,>50K
39,13,15024,0,60,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
38,9,0,1977,99,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
54,6,0,0,40,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
44,10,0,1887,60,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
27,10,0,0,40,Private,Divorced,Exec-managerial,White,Female,United-States,<=50K
21,10,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
39,13,0,0,40,Private,Divorced,Adm-clerical,White,Male,United-States,<=50K
24,7,0,0,40,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
37,9,0,0,40,Self-emp-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
33,9,0,0,32,Private,Divorced,Other-service,White,Female,United-States,<=50K
23,9,0,0,16,Private,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
41,13,0,1902,42,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
24,7,0,0,40,Private,Never-married,Transport-moving,White,Male,United-States,<=50K
17,7,0,0,45,Private,Never-married,Farming-fishing,White,Male,United-States,<=50K
62,9,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
39,14,0,0,45,Local-gov,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
37,5,0,0,48,Private,Married-civ-spouse,Machine-op-inspct,Black,Female,United-States,<=50K
44,13,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
30,9,0,0,40,Private,Never-married,Craft-repair,White,Male,United-States,<=50K
51,9,0,0,40,Private,Widowed,Tech-support,Black,Female,United-States,<=50K
30,10,0,0,40,Private,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
45,13,0,0,40,Self-emp-not-inc,Never-married,Prof-specialty,White,Male,United-States,<=50K
21,10,0,0,47,Private,Never-married,Sales,White,Female,United-States,<=50K
76,10,0,0,8,Self-emp-not-inc,Widowed,Sales,White,Male,United-States,<=50K
60,10,0,0,35,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,White,Male,Columbia,<=50K
51,16,4787,0,60,Private,Divorced,Craft-repair,White,Female,United-States,>50K
20,10,0,0,10,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
30,10,6849,0,40,Private,Divorced,Prof-specialty,White,Female,England,<=50K
49,9,0,0,48,Private,Married-civ-spouse,Sales,White,Male,United-States,>50K
36,9,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
32,14,0,0,11,Private,Never-married,Tech-support,Asian-Pac-Islander,Male,Taiwan,<=50K
41,10,0,0,38,Private,Divorced,Adm-clerical,White,Female,United-States,<=50K
30,9,0,0,45,Private,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
76,10,0,0,40,Self-emp-not-inc,Widowed,Transport-moving,White,Male,United-States,<=50K
19,10,0,0,40,Private,Never-married,Sales,White,Male,United-States,<=50K
42,13,99999,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
21,3,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
49,13,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
22,13,8614,0,40,Private,Never-married,Prof-specialty,White,Female,United-States,>50K
42,10,0,0,60,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
19,9,0,0,20,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
39,13,15024,0,50,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Male,Japan,>50K
44,9,0,0,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
31,13,0,0,40,Federal-gov,Separated,Prof-specialty,White,Male,United-States,<=50K
49,10,0,0,40,Private,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,United-States,>50K
24,10,0,0,20,?,Never-married,?,White,Male,United-States,<=50K
49,8,0,0,35,Private,Never-married,Transport-moving,Asian-Pac-Islander,Male,United-States,<=50K
19,9,0,0,40,Private,Never-married,Craft-repair,White,Female,United-States,<=50K
36,10,15024,0,60,Self-emp-inc,Married-civ-spouse,Sales,White,Male,United-States,>50K
67,6,0,0,2,?,Married-civ-spouse,?,White,Male,United-States,<=50K
51,11,0,0,40,Private,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
59,4,0,0,40,Private,Married-civ-spouse,Protective-serv,White,Male,Puerto-Rico,<=50K
24,9,0,0,30,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
69,10,0,0,16,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
28,10,0,0,40,Private,Never-married,Adm-clerical,White,Male,United-States,<=50K
26,13,0,0,60,Federal-gov,Never-married,Tech-support,Other,Male,United-States,<=50K
36,9,0,0,40,Private,Separated,Adm-clerical,White,Male,Columbia,<=50K
39,14,0,0,40,Local-gov,Divorced,Prof-specialty,White,Female,United-States,<=50K
26,10,0,0,45,Private,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,United-States,>50K
46,5,0,0,40,Private,Divorced,Other-service,White,Female,United-States,<=50K
49,16,0,0,60,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
34,13,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
42,10,0,0,60,Private,Separated,Exec-managerial,White,Male,Canada,<=50K
38,9,0,0,50,Self-emp-inc,Never-married,Farming-fishing,White,Male,United-States,<=50K
28,10,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
31,4,0,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
36,11,0,0,99,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
28,13,0,0,55,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29,10,5013,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
39,11,0,0,40,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
28,13,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
36,7,0,0,40,Private,Separated,Machine-op-inspct,Black,Male,United-States,<=50K
35,13,0,0,40,Federal-gov,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,Vietnam,<=50K
31,9,0,0,40,Federal-gov,Separated,Handlers-cleaners,White,Female,United-States,<=50K
38,12,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
46,10,4386,0,38,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
56,10,0,0,40,?,Never-married,?,Black,Female,United-States,<=50K
58,9,0,0,45,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
42,9,7688,0,45,Private,Married-civ-spouse,Craft-repair,Black,Male,United-States,>50K
58,4,0,0,33,Private,Never-married,Handlers-cleaners,White,Female,United-States,<=50K
39,9,0,0,40,Private,Divorced,Handlers-cleaners,White,Male,United-States,<=50K
28,11,0,0,40,Private,Never-married,Sales,White,Female,United-States,<=50K
41,10,0,0,40,Private,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
31,10,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
35,13,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
24,9,0,0,40,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
32,6,0,0,40,Private,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,Male,United-States,<=50K
36,10,0,0,20,State-gov,Divorced,Other-service,Black,Female,United-States,<=50K
27,10,0,0,40,Private,Never-married,Adm-clerical,Black,Female,Jamaica,<=50K
19,10,0,0,15,State-gov,Never-married,Adm-clerical,White,Female,Japan,<=50K
27,9,0,0,40,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
56,6,0,0,45,Private,Divorced,Other-service,Black,Female,United-States,<=50K
39,13,0,1762,40,Self-emp-not-inc,Divorced,Adm-clerical,White,Male,United-States,<=50K
33,5,0,0,48,Private,Separated,Adm-clerical,White,Male,United-States,<=50K
22,10,0,0,11,Private,Never-married,Other-service,White,Female,United-States,<=50K
53,9,0,0,38,Private,Widowed,Machine-op-inspct,Black,Female,United-States,<=50K
44,9,0,0,68,Private,Divorced,Transport-moving,White,Male,United-States,<=50K
63,7,4386,0,37,Private,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
39,10,2829,0,90,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
22,10,0,0,15,Private,Never-married,Sales,White,Female,United-States,<=50K
34,9,0,0,52,Private,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,United-States,<=50K
42,10,0,0,40,Private,Never-married,Transport-moving,Black,Female,United-States,<=50K
41,10,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
53,9,0,0,70,Self-emp-not-inc,Married-civ-spouse,Sales,White,Male,United-States,<=50K
20,9,0,0,24,Private,Never-married,Sales,Asian-Pac-Islander,Female,Philippines,<=50K
36,11,0,0,40,Private,Divorced,Craft-repair,White,Male,United-States,<=50K
60,5,0,0,40,?,Widowed,?,White,Female,United-States,<=50K
49,10,0,0,40,Private,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
41,7,0,0,36,Private,Divorced,Exec-managerial,White,Female,United-States,<=50K
19,10,0,0,40,Private,Never-married,Adm-clerical,White,Female,Puerto-Rico,<=50K
51,9,0,0,40,Private,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
59,4,0,0,40,Self-emp-not-inc,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
32,13,0,0,8,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
23,13,0,0,30,Private,Never-married,Adm-clerical,White,Female,United-States,<=50K
39,13,0,0,40,Private,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
28,10,7298,0,40,Self-emp-not-inc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
37,13,8614,0,40,State-gov,Never-married,Adm-clerical,White,Female,United-States,>50K
56,9,0,0,40,Private,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
21,11,0,1579,40,Private,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
44,11,0,0,45,Private,Divorced,Sales,White,Male,United-States,<=50K
24,9,0,0,50,Private,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
21,2,0,0,40,Private,Married-civ-spouse,Other-service,White,Male,England,<=50K
24,12,0,0,40,Private,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
40,6,0,0,35,Private,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
24,10,0,0,15,Private,Never-married,Sales,White,Female,United-States,<=50K
46,9,0,0,40,Private,Married-civ-spouse,Sales,White,Male,United-States,<=50K
59,7,0,0,35,Private,Divorced,Other-service,Black,Female,United-States,<=50K
54,1,0,0,40,Private,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,India,<=50K
33,12,0,0,40,Private,Never-married,Prof-specialty,White,Female,United-States,<=50K
