age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,sex,race,c_charge_degree,two_year_recid
37,0,4,0,0,4,154.0,Female,Caucasian,M,0
20,0,5,0,0,0,1.0,Male,Other,M,0
25,0,5,0,0,0,1.0,Male,African-American,M,1
61,0,4,0,0,30,56.0,Male,African-American,F,0
61,0,2,0,0,5,13.0,Male,African-American,F,0
32,0,9,1,0,12,1.0,Male,African-American,F,1
37,0,2,0,0,3,14.0,Male,Caucasian,F,0
48,0,1,0,0,4,6.0,Female,Hispanic,F,1
21,0,4,0,0,1,1.0,Male,Caucasian,F,0
20,0,7,0,0,1,0.0,Male,African-American,F,1
37,0,1,0,0,2,121.0,Male,African-American,M,0
32,0,5,0,0,2,1.0,Male,African-American,M,0
30,0,2,0,0,2,1.0,Female,African-American,F,0
49,0,1,0,0,0,1.0,Male,Other,M,1
28,0,7,0,0,4,1.0,Female,African-American,F,0
19,0,10,0,0,2,2.0,Female,Caucasian,F,1
26,0,1,0,0,0,1.0,Male,Other,F,1
27,0,4,0,0,6,1.0,Male,African-American,M,1
31,0,3,0,0,7,1.0,Male,Caucasian,M,0
23,0,9,0,0,0,1.0,Male,Caucasian,M,0
36,0,1,0,0,4,126.0,Male,Caucasian,M,1
39,0,3,0,0,2,1127.0,Male,Caucasian,M,0
38,1,6,5,0,8,1.0,Male,African-American,M,0
21,2,10,0,1,2,1.0,Male,African-American,F,1
41,0,2,0,0,9,1.0,Male,Hispanic,F,0
27,0,8,0,0,3,1.0,Male,African-American,F,1
55,0,7,0,0,18,24.0,Male,Caucasian,F,1
30,0,10,0,0,7,1.0,Male,African-American,M,1
35,0,4,0,0,1,16.0,Male,Caucasian,M,1
24,0,3,0,0,5,1.0,Male,African-American,F,1
41,2,9,1,0,9,1.0,Male,African-American,M,0
25,0,9,0,0,5,1.0,Male,African-American,F,1
36,0,3,0,0,2,1.0,Female,Caucasian,F,0
21,0,7,0,0,0,1.0,Male,African-American,F,0
56,0,2,0,0,1,0.0,Male,Caucasian,F,0
45,0,7,0,0,9,0.0,Female,African-American,M,0
50,0,1,0,0,0,1.0,Male,Caucasian,M,0
48,0,2,0,0,0,1.0,Male,Asian,F,0
32,0,2,0,0,2,44.0,Female,African-American,F,0
52,0,1,0,0,4,5.0,Male,African-American,M,0
24,1,6,0,0,4,1.0,Male,Hispanic,F,1
28,0,4,0,0,1,1.0,Female,Caucasian,M,0
27,0,4,0,0,0,1.0,Female,African-American,M,0
22,0,2,0,1,0,1.0,Male,Hispanic,F,1
45,0,1,0,0,7,1.0,Male,African-American,F,0
20,0,4,0,0,0,1.0,Male,African-American,M,1
52,0,3,0,0,5,1.0,Male,Hispanic,F,1
50,0,5,0,0,3,73.0,Female,Caucasian,F,0
28,0,10,2,0,21,1.0,Male,African-American,F,0
47,0,1,0,0,5,1.0,Male,Other,M,1
35,0,6,0,0,1,1.0,Male,African-American,M,0
44,0,9,0,0,12,1406.0,Male,African-American,F,0
24,0,6,0,1,3,1.0,Male,African-American,F,1
30,0,2,0,0,0,2.0,Male,Caucasian,F,0
61,0,1,0,0,0,1.0,Male,Other,M,0
35,0,2,0,0,1,1320.0,Male,African-American,M,0
27,0,2,0,0,1,1.0,Male,African-American,M,0
43,0,1,0,0,3,1.0,Male,African-American,F,1
29,0,2,0,0,2,24.0,Male,Caucasian,F,0
20,0,4,0,2,0,1.0,Male,Caucasian,F,0
29,0,4,0,0,3,61.0,Male,Caucasian,F,1
33,0,1,0,0,1,1.0,Male,African-American,M,1
32,0,1,0,0,0,1.0,Male,Asian,M,0
30,0,8,0,0,11,1.0,Male,African-American,F,1
48,0,6,0,0,0,6.0,Male,Caucasian,M,1
27,0,3,0,0,2,1.0,Male,African-American,M,1
24,0,6,0,0,5,1.0,Male,Other,F,0
52,0,1,0,0,1,1.0,Male,Caucasian,F,0
24,0,5,0,1,1,1.0,Male,Caucasian,F,1
24,0,2,0,0,0,1.0,Male,Caucasian,F,0
21,1,7,0,0,1,113.0,Male,Other,F,0
40,0,1,0,0,4,1.0,Female,African-American,M,0
52,0,3,0,0,19,349.0,Male,African-American,F,0
19,2,10,1,1,3,23.0,Male,African-American,F,1
34,0,2,0,0,0,1.0,Male,Hispanic,F,0
58,0,1,0,0,0,1.0,Male,African-American,F,0
30,0,2,0,0,2,1.0,Male,African-American,F,0
41,0,6,0,0,19,71.0,Male,African-American,F,0
53,0,1,0,0,0,0.0,Female,Caucasian,M,0
36,0,4,0,0,9,1.0,Male,African-American,F,0
34,0,7,0,0,12,64.0,Male,African-American,F,0
34,0,1,0,0,1,21.0,Female,Caucasian,M,0
22,0,4,0,0,0,1.0,Male,Caucasian,F,1
23,0,9,0,0,5,0.0,Male,African-American,F,1
63,0,1,0,0,0,1.0,Male,Caucasian,M,1
24,0,6,0,2,2,1.0,Male,Caucasian,F,0
24,0,2,0,0,0,0.0,Male,Caucasian,F,0
29,0,6,0,0,0,2.0,Female,Caucasian,M,0
31,0,9,0,0,8,61.0,Male,Hispanic,F,1
23,0,6,0,0,0,1.0,Female,African-American,M,0
49,0,1,0,0,1,1.0,Female,African-American,F,0
46,0,5,0,0,13,40.0,Male,African-American,F,1
30,0,2,0,0,3,1.0,Female,African-American,F,0
21,0,3,0,0,0,0.0,Male,Caucasian,F,0
55,0,1,0,0,0,1.0,Female,Caucasian,M,0
32,0,4,1,0,5,10.0,Male,African-American,F,0
37,1,8,8,5,23,1.0,Male,African-American,F,1
35,0,1,0,0,0,1.0,Male,Caucasian,M,0
44,0,1,0,0,4,234.0,Male,Caucasian,F,0
36,0,5,0,0,16,0.0,Male,African-American,F,1
20,0,8,3,0,3,0.0,Male,African-American,F,1
50,0,6,0,0,2,1760.0,Male,African-American,M,0
48,0,1,0,0,1,1.0,Male,Caucasian,M,1
23,0,3,0,0,0,1.0,Male,African-American,F,0
28,0,3,0,0,1,87.0,Female,African-American,F,1
47,0,1,0,0,1,42.0,Male,Caucasian,F,0
23,0,8,0,0,2,1.0,Male,African-American,M,1
30,0,1,0,0,0,1.0,Male,African-American,F,0
27,0,4,0,0,5,1.0,Male,Caucasian,F,0
41,0,9,0,0,31,1.0,Male,Other,F,1
31,0,8,0,0,4,0.0,Male,Caucasian,F,1
36,0,1,0,0,2,1.0,Male,Caucasian,M,0
30,0,1,0,0,0,2.0,Male,African-American,F,0
27,0,9,0,1,2,1.0,Male,African-American,F,1
29,0,6,0,0,1,77.0,Male,Caucasian,F,0
28,0,4,0,0,0,1.0,Female,Caucasian,M,0
30,0,5,1,0,4,3.0,Male,Caucasian,M,1
43,0,4,0,0,18,1.0,Male,African-American,F,1
30,0,7,0,0,4,543.0,Female,African-American,M,1
70,0,1,0,0,1,13.0,Male,Caucasian,M,0
23,0,8,0,1,4,11.0,Male,African-American,M,1
28,0,4,0,0,1,1.0,Male,Caucasian,F,1
57,0,1,0,0,0,1.0,Female,African-American,M,0
48,0,1,0,0,5,9.0,Male,African-American,M,1
42,0,1,0,0,0,0.0,Female,Caucasian,M,0
32,0,9,1,0,14,1.0,Male,African-American,F,0
35,0,8,0,0,0,1.0,Male,African-American,M,1
39,0,1,0,0,1,4.0,Male,Caucasian,F,0
39,0,2,0,0,3,1.0,Male,African-American,F,0
46,0,7,0,1,15,1.0,Male,African-American,F,1
26,0,4,0,0,0,0.0,Male,Caucasian,F,0
20,1,9,2,0,5,1.0,Male,African-American,F,1
41,0,3,0,0,2,1.0,Female,Other,F,0
50,0,1,0,0,1,1.0,Male,African-American,F,0
42,0,1,0,0,1,1.0,Male,African-American,F,0
20,0,7,0,1,2,0.0,Male,African-American,F,1
27,0,5,0,0,1,1.0,Female,African-American,F,1
34,0,7,1,0,15,1.0,Male,Caucasian,F,0
46,0,5,0,0,3,1.0,Male,Asian,F,1
22,0,7,0,0,0,0.0,Male,African-American,F,0
53,0,2,0,0,10,1.0,Female,African-American,F,1
37,0,5,0,0,8,1.0,Male,African-American,F,0
29,0,5,0,0,0,1.0,Male,Hispanic,F,1
25,0,2,0,0,0,1.0,Male,Other,F,1
26,0,7,0,0,3,459.0,Male,African-American,F,0
38,0,5,0,0,2,1.0,Male,Caucasian,F,1
31,0,6,0,0,0,1.0,Female,African-American,M,0
27,0,2,0,0,0,0.0,Female,Hispanic,M,1
49,0,6,0,0,8,0.0,Male,Caucasian,F,1
30,0,3,0,0,2,1.0,Female,African-American,M,0
23,8,10,2,0,11,1.0,Male,Caucasian,F,1
30,0,2,0,0,0,1.0,Male,African-American,M,1
32,0,1,0,0,0,1.0,Male,African-American,F,0
22,0,8,4,0,7,7.0,Male,African-American,F,1
28,0,3,0,0,0,1.0,Female,African-American,F,0
37,0,3,0,0,4,0.0,Male,Caucasian,F,1
30,0,2,0,0,1,1.0,Female,African-American,F,0
33,0,6,0,0,3,2.0,Female,Caucasian,F,1
27,0,7,0,0,1,1.0,Male,Hispanic,F,1
22,0,7,0,0,0,1.0,Female,African-American,F,0
27,0,5,0,0,2,1.0,Male,Caucasian,F,0
21,0,5,0,0,0,1.0,Male,Caucasian,F,1
23,0,6,0,0,0,171.0,Female,Caucasian,M,0
37,0,9,0,0,11,1.0,Male,Caucasian,F,1
25,0,2,0,0,2,1.0,Male,Other,M,1
32,0,2,0,0,1,229.0,Male,Caucasian,M,0
28,0,5,0,0,6,1.0,Female,African-American,M,1
25,0,3,0,0,1,1.0,Male,African-American,M,0
29,0,9,0,0,2,320.0,Male,Caucasian,M,1
26,0,10,0,0,13,1.0,Male,African-American,M,1
55,0,1,0,0,8,1.0,Male,Other,F,1
21,0,4,0,0,0,0.0,Male,African-American,M,1
25,0,9,0,0,11,1.0,Male,African-American,M,1
21,0,8,0,1,1,1.0,Male,African-American,F,0
33,0,8,0,1,9,1.0,Male,African-American,M,1
28,0,7,1,0,10,0.0,Male,African-American,F,1
32,2,8,0,0,15,1.0,Male,African-American,F,1
33,0,6,0,0,8,1.0,Male,African-American,F,0
53,0,2,0,0,18,0.0,Male,Hispanic,F,0
34,2,7,0,1,8,1.0,Male,African-American,F,1
20,0,2,0,2,1,1.0,Male,Caucasian,F,1
29,0,2,0,0,0,1.0,Male,African-American,M,0
23,0,7,0,0,6,1.0,Male,Hispanic,M,1
21,0,9,0,2,1,8.0,Male,Hispanic,F,0
23,0,4,0,1,4,1.0,Male,Caucasian,F,1
59,0,5,0,0,17,65.0,Male,African-American,F,1
36,0,10,2,1,25,0.0,Male,African-American,M,1
34,0,10,0,0,12,1.0,Female,Caucasian,F,1
57,0,9,0,0,12,1.0,Male,African-American,F,1
30,0,7,0,0,3,1.0,Female,Caucasian,F,1
30,0,4,0,0,0,1.0,Male,Caucasian,F,0
41,0,7,0,1,7,1.0,Male,African-American,M,1
36,0,8,0,1,16,1.0,Male,African-American,M,1
21,0,6,0,0,0,2.0,Male,African-American,F,0
20,0,5,0,0,0,0.0,Male,Caucasian,F,1
26,0,7,0,0,8,0.0,Male,African-American,F,1
35,0,3,0,0,2,0.0,Male,Caucasian,M,0
28,0,8,0,0,5,1.0,Female,African-American,M,0
51,0,6,0,0,8,1.0,Male,African-American,M,1
66,0,1,0,0,0,1.0,Male,Caucasian,M,0
35,0,5,0,0,6,10.0,Male,Caucasian,F,1
22,0,7,0,0,1,0.0,Male,African-American,F,1
44,0,1,0,0,8,60.0,Male,Hispanic,F,1
41,0,3,0,0,0,1.0,Female,Caucasian,F,0
45,0,6,0,0,2,345.0,Male,African-American,M,0
29,0,4,0,0,1,45.0,Female,Caucasian,F,1
52,0,1,0,0,2,1.0,Female,African-American,F,1
22,0,9,1,0,2,1.0,Female,African-American,F,0
27,0,2,0,0,0,1.0,Male,African-American,M,0
28,0,5,0,0,2,1.0,Male,African-American,F,1
23,0,5,0,0,0,1.0,Male,African-American,F,0
55,0,5,0,0,0,1.0,Male,Caucasian,M,0
24,0,4,0,0,1,1.0,Male,Hispanic,F,1
40,0,1,0,0,0,1.0,Male,Caucasian,M,1
28,0,5,0,0,2,65.0,Female,Hispanic,M,0
50,0,5,0,0,9,1.0,Male,Hispanic,M,1
41,2,3,0,0,6,1.0,Male,African-American,F,1
21,0,2,2,0,3,1.0,Male,Other,F,1
34,1,8,0,0,11,1.0,Male,African-American,F,1
46,0,2,0,0,0,1.0,Male,Caucasian,M,1
29,3,2,0,0,6,9.0,Male,African-American,F,0
55,0,1,0,0,0,2.0,Male,Caucasian,M,0
29,0,7,0,1,9,1.0,Male,African-American,F,1
36,0,4,0,0,0,1.0,Male,African-American,F,0
69,0,1,0,0,0,3.0,Male,Caucasian,M,0
22,0,8,0,0,5,1.0,Male,African-American,F,1
55,0,6,0,0,12,70.0,Male,African-American,F,1
29,0,2,0,0,0,1.0,Female,African-American,F,0
47,0,3,0,0,5,0.0,Male,Caucasian,M,1
34,0,1,0,0,1,1.0,Male,Hispanic,M,0
34,0,4,0,0,5,1.0,Male,African-American,M,0
22,0,7,0,3,0,1507.0,Male,Caucasian,M,0
30,0,8,0,0,15,1.0,Female,African-American,M,1
61,0,1,0,0,0,1.0,Male,Caucasian,M,0
30,0,1,0,0,2,0.0,Female,Caucasian,M,1
23,0,5,0,0,3,169.0,Female,African-American,M,1
27,0,4,0,0,2,1.0,Male,African-American,F,0
30,0,8,0,0,13,2.0,Male,Caucasian,F,1
24,0,3,0,0,1,1.0,Male,Caucasian,F,1
24,0,3,0,0,2,1.0,Male,Caucasian,F,1
24,0,7,0,0,2,406.0,Female,African-American,M,1
27,0,10,0,0,8,294.0,Male,African-American,F,1
31,0,9,0,0,0,1.0,Male,African-American,M,0
22,0,8,1,0,2,1.0,Female,African-American,M,1
22,0,6,0,0,0,1.0,Female,African-American,M,0
51,0,1,0,0,0,3.0,Female,Hispanic,M,0
27,0,5,0,1,5,1.0,Male,African-American,M,1
33,0,1,0,0,0,2.0,Male,Caucasian,M,0
34,0,2,0,0,0,1.0,Male,Caucasian,M,1
52,0,6,0,0,0,1.0,Male,African-American,M,1
27,0,5,0,0,5,1.0,Male,African-American,M,0
21,0,5,0,0,0,1.0,Male,Hispanic,F,0
28,0,9,0,0,7,1.0,Male,Caucasian,F,1
24,0,3,0,0,1,1.0,Male,African-American,F,0
32,0,4,0,0,0,1.0,Male,African-American,M,0
35,0,1,0,0,1,1.0,Male,Caucasian,F,1
37,0,4,0,0,4,0.0,Male,Caucasian,M,1
25,0,3,0,0,0,1.0,Male,African-American,M,0
45,0,1,0,0,2,1.0,Male,Caucasian,F,0
31,0,6,0,0,10,1.0,Female,African-American,F,0
28,0,7,0,1,12,2.0,Male,African-American,M,1
35,0,6,0,0,7,1.0,Male,African-American,F,0
22,0,4,0,0,0,1.0,Male,African-American,F,1
56,0,9,0,0,22,1.0,Male,African-American,F,1
57,0,1,0,0,3,52.0,Male,Caucasian,M,0
22,0,6,1,0,1,1683.0,Female,African-American,M,0
28,0,6,0,0,3,862.0,Male,African-American,F,1
33,0,4,0,0,3,130.0,Male,African-American,F,0
23,0,5,0,0,1,4.0,Male,African-American,F,0
44,0,1,0,0,0,2.0,Female,Hispanic,M,0
32,0,4,0,0,4,1.0,Male,African-American,F,1
60,0,1,0,0,0,1.0,Male,Hispanic,F,0
19,1,10,2,0,3,200.0,Male,African-American,F,1
22,0,6,0,0,2,31.0,Female,Caucasian,F,1
35,0,2,0,0,0,1.0,Female,African-American,M,0
44,0,1,0,0,0,1.0,Male,African-American,F,0
33,0,1,0,0,0,1.0,Male,Caucasian,M,0
24,0,6,0,0,0,1.0,Male,Other,F,0
21,0,7,0,0,0,1.0,Male,African-American,F,0
29,0,3,0,0,3,0.0,Female,Caucasian,F,0
32,1,7,3,0,24,1.0,Male,African-American,F,1
25,0,7,0,2,6,1.0,Male,African-American,M,1
31,0,6,0,0,10,8.0,Male,African-American,F,1
49,0,5,0,0,10,1.0,Male,Caucasian,F,1
21,0,10,2,2,2,1.0,Male,African-American,F,1
69,0,1,0,0,6,117.0,Male,Caucasian,M,1
20,0,4,0,0,0,2.0,Male,Other,F,0
48,0,2,0,0,3,1.0,Male,African-American,F,1
32,0,2,0,0,0,4.0,Female,Hispanic,F,0
36,0,2,0,0,2,4.0,Male,African-American,M,0
36,0,7,0,0,9,1.0,Male,African-American,F,1
23,1,9,0,0,1,1.0,Male,African-American,M,0
29,0,1,0,0,2,2.0,Male,African-American,F,1
25,0,3,0,0,0,1.0,Male,Caucasian,F,0
46,0,1,0,0,4,7.0,Male,African-American,F,0
53,0,1,0,0,0,1.0,Male,Other,M,0
24,0,3,0,0,0,0.0,Male,Hispanic,M,0
44,0,1,0,0,2,870.0,Male,Hispanic,M,0
31,0,8,0,0,17,1.0,Male,Caucasian,F,1
33,0,8,0,0,3,19.0,Male,Caucasian,F,1
61,0,2,0,0,14,1.0,Male,African-American,M,0
64,0,3,0,0,7,536.0,Female,Caucasian,M,0
26,0,7,0,0,6,1.0,Male,African-American,F,1
36,0,4,0,0,1,22.0,Male,Hispanic,F,1
21,1,10,0,0,1,1.0,Male,African-American,F,1
47,0,9,0,0,20,1.0,Male,African-American,F,0
57,0,1,0,0,21,33.0,Male,Caucasian,M,1
28,0,6,0,0,1,1.0,Male,African-American,F,0
24,0,4,0,0,1,1.0,Male,Caucasian,M,1
53,0,1,0,0,4,1.0,Female,Caucasian,F,1
38,0,1,0,0,1,1.0,Male,Other,F,0
56,0,8,0,0,24,92.0,Male,African-American,F,0
22,0,8,0,0,0,1.0,Female,African-American,M,1
55,0,10,0,0,17,1.0,Male,African-American,F,1
23,0,6,0,0,3,1.0,Male,Hispanic,F,1
45,0,3,0,0,3,480.0,Female,Caucasian,M,0
26,0,3,0,0,1,1.0,Female,African-American,F,1
27,0,2,0,0,0,0.0,Male,Caucasian,M,0
37,0,8,0,0,16,1.0,Male,African-American,F,1
34,3,7,1,0,13,1.0,Male,African-American,F,1
43,0,1,0,0,2,76.0,Male,Other,F,0
21,0,3,0,1,0,1.0,Male,Caucasian,M,0
33,0,9,0,1,12,1.0,Male,African-American,M,1
34,0,7,0,0,1,1.0,Female,African-American,F,1
26,0,2,0,0,3,123.0,Male,Caucasian,M,0
28,0,1,0,0,1,3.0,Male,Caucasian,F,0
55,0,1,0,0,0,1.0,Male,African-American,F,0
39,1,4,0,0,1,1672.0,Male,Caucasian,M,0
25,0,6,0,0,2,14.0,Male,Caucasian,F,0
38,0,1,0,0,0,0.0,Female,African-American,M,0
28,0,2,0,0,0,1.0,Male,African-American,M,0
31,0,4,0,0,2,28.0,Female,Caucasian,F,1
34,3,10,0,0,8,909.0,Male,African-American,F,0
26,0,4,0,0,1,1.0,Male,Other,M,0
24,0,4,0,0,0,2.0,Female,Caucasian,F,0
20,0,3,0,0,0,1.0,Male,African-American,M,1
24,0,4,0,0,0,1.0,Male,Other,M,1
25,0,2,0,0,0,1.0,Male,Caucasian,F,0
24,1,6,0,1,1,230.0,Male,African-American,F,1
44,0,4,0,0,2,3.0,Male,Caucasian,M,0
36,0,8,2,0,17,1.0,Male,African-American,F,1
30,0,4,0,0,2,1.0,Male,African-American,M,0
56,0,3,0,0,4,50.0,Male,African-American,M,1
38,0,4,0,0,17,1.0,Male,African-American,M,1
24,0,7,0,0,3,8.0,Male,Hispanic,M,1
61,0,1,0,0,1,1.0,Male,African-American,F,1
37,0,1,0,0,3,1.0,Male,African-American,F,1
27,0,8,0,0,4,13.0,Female,Caucasian,M,1
51,0,5,0,0,0,1.0,Female,Caucasian,F,0
39,0,1,0,0,1,1.0,Male,Caucasian,F,0
28,0,4,0,0,1,1.0,Male,Caucasian,F,1
24,0,3,0,0,0,1.0,Male,Asian,M,0
28,0,2,0,0,2,52.0,Male,African-American,F,1
25,0,5,0,0,5,1.0,Male,African-American,M,1
33,0,6,0,0,0,1.0,Female,Caucasian,M,1
21,0,4,0,0,1,11.0,Male,Caucasian,F,0
43,0,1,0,0,1,30.0,Male,Caucasian,F,0
53,0,1,0,0,0,0.0,Male,Caucasian,M,0
63,0,9,0,0,22,150.0,Male,African-American,M,1
27,0,9,0,0,7,1.0,Male,African-American,F,1
21,0,4,0,0,0,1.0,Male,Other,M,0
29,0,2,0,0,0,1.0,Male,Other,F,0
39,0,3,0,0,3,1.0,Male,African-American,F,1
42,0,1,0,0,1,1.0,Male,African-American,F,0
39,0,3,0,0,2,0.0,Male,African-American,F,0
20,0,6,0,0,0,0.0,Male,African-American,F,1
23,0,7,0,0,0,1.0,Female,African-American,F,0
28,4,9,0,0,6,497.0,Male,African-American,M,0
54,0,6,0,0,21,1.0,Male,African-American,F,0
39,0,1,0,0,0,1.0,Male,Caucasian,M,0
66,0,1,0,0,1,1.0,Male,Caucasian,F,0
25,0,10,1,0,3,1.0,Male,African-American,M,1
38,0,2,0,0,0,1.0,Female,Hispanic,F,0
21,0,5,0,0,0,1.0,Male,African-American,F,0
22,0,5,0,0,0,1.0,Male,Caucasian,F,1
21,0,4,0,0,0,1.0,Female,Other,M,0
30,0,2,0,0,0,1.0,Male,Other,F,0
25,0,8,0,0,6,189.0,Male,Caucasian,F,1
23,0,10,0,0,8,1.0,Male,African-American,F,1
21,0,3,0,0,0,1.0,Male,African-American,M,1
53,0,1,0,0,4,1.0,Male,Caucasian,F,0
25,0,4,0,0,2,1.0,Female,Caucasian,F,0
28,0,2,0,0,0,1.0,Male,African-American,M,1
46,0,1,0,0,0,1.0,Male,Caucasian,F,0
20,0,4,0,0,0,1.0,Male,Other,M,1
28,0,10,0,0,7,1.0,Male,African-American,F,1
40,0,10,0,0,13,133.0,Female,African-American,F,1
23,0,5,0,0,2,1.0,Male,Hispanic,F,0
22,0,7,0,0,0,1.0,Male,African-American,F,1
46,0,7,0,0,18,1.0,Male,African-American,F,0
36,0,2,0,0,1,19.0,Male,Caucasian,F,1
28,0,7,0,0,7,1.0,Male,African-American,F,1
29,1,10,0,0,8,1.0,Male,African-American,F,1
42,0,4,0,0,3,0.0,Male,Caucasian,F,0
23,0,7,0,0,0,0.0,Female,African-American,F,0
58,0,9,0,0,16,47.0,Male,African-American,F,0
33,0,2,0,0,1,1.0,Female,Caucasian,M,0
28,0,9,0,0,7,1.0,Female,Caucasian,F,1
25,0,4,0,0,2,0.0,Male,Caucasian,M,1
29,0,3,0,0,5,55.0,Male,African-American,F,1
33,0,7,0,0,0,1.0,Male,Caucasian,M,1
35,0,5,0,0,4,159.0,Male,African-American,M,0
37,0,3,0,0,0,3.0,Female,Hispanic,M,0
25,0,2,0,0,0,0.0,Male,African-American,F,0
26,0,4,0,0,8,1.0,Male,African-American,M,1
27,0,3,0,0,3,1.0,Male,African-American,M,1
20,0,10,0,0,0,1.0,Male,African-American,M,1
20,1,3,0,0,1,435.0,Male,African-American,F,1
50,0,3,0,0,3,1.0,Male,Caucasian,F,0
30,0,10,0,0,8,1.0,Male,African-American,M,1
24,0,7,0,0,0,0.0,Female,African-American,F,0
41,0,1,0,0,0,1.0,Male,African-American,F,0
40,0,9,0,0,5,1.0,Male,African-American,F,1
31,0,8,0,0,9,0.0,Male,Caucasian,F,1
31,0,5,0,0,6,1.0,Male,Caucasian,F,1
35,0,4,0,0,0,1.0,Male,African-American,M,0
32,0,2,0,0,3,1.0,Male,African-American,F,0
27,0,8,0,0,4,1.0,Male,African-American,F,0
50,0,2,0,0,3,1.0,Female,African-American,F,0
24,0,6,0,0,3,1.0,Female,African-American,M,1
22,0,4,0,0,0,1.0,Male,African-American,F,0
26,0,6,0,0,0,0.0,Male,Caucasian,M,1
27,0,10,0,0,7,0.0,Male,African-American,F,1
34,0,1,0,0,1,1.0,Male,African-American,M,1
28,0,8,0,0,8,1.0,Male,African-American,F,1
23,0,7,0,0,0,0.0,Female,African-American,M,0
51,0,2,0,0,0,0.0,Male,African-American,F,1
51,0,1,0,0,1,2.0,Male,Hispanic,M,0
21,0,8,0,0,1,1.0,Male,African-American,F,0
33,0,5,0,0,15,735.0,Male,African-American,M,1
22,0,4,0,0,0,3.0,Male,Caucasian,F,0
29,0,4,0,0,4,1.0,Male,African-American,F,1
44,0,6,0,0,3,1.0,Male,African-American,M,0
21,0,7,0,0,0,0.0,Male,African-American,F,1
56,0,1,0,0,0,1.0,Female,African-American,M,0
26,0,4,0,0,0,1.0,Male,Caucasian,M,0
24,0,7,0,0,0,1.0,Female,African-American,F,0
44,0,2,0,0,1,45.0,Female,African-American,M,0
27,0,9,0,0,3,0.0,Male,African-American,F,1
27,0,7,0,0,2,1.0,Male,Caucasian,F,1
27,0,9,0,0,1,1.0,Male,Caucasian,F,0
48,0,6,0,0,12,333.0,Male,African-American,M,0
24,0,6,0,0,2,0.0,Male,African-American,F,1
37,0,6,0,0,3,1.0,Male,African-American,M,1
26,0,2,0,0,2,1.0,Male,African-American,F,0
21,0,9,0,4,2,1.0,Male,Caucasian,M,1
24,0,6,0,0,0,1.0,Male,African-American,F,0
46,0,2,0,0,0,0.0,Male,African-American,M,0
34,0,7,0,0,2,1.0,Male,Caucasian,F,1
21,0,9,0,1,0,1.0,Male,African-American,F,0
23,0,8,0,0,2,9.0,Male,African-American,F,1
53,0,2,0,0,5,0.0,Male,African-American,M,0
24,0,9,0,0,11,1.0,Male,African-American,F,1
57,0,8,0,0,23,1.0,Male,African-American,F,1
31,0,3,0,0,8,1.0,Male,Hispanic,F,1
44,0,1,0,0,2,79.0,Male,Hispanic,F,1
35,0,3,0,0,6,1.0,Male,African-American,F,0
38,0,7,0,0,2,0.0,Male,African-American,F,1
49,0,6,0,0,29,1.0,Male,African-American,F,1
31,0,10,0,0,15,0.0,Male,African-American,F,0
36,0,6,0,0,11,1.0,Male,African-American,F,1
33,0,9,0,0,10,0.0,Male,African-American,F,1
64,0,4,0,0,8,2262.0,Male,African-American,M,1
34,0,4,0,0,11,1.0,Male,Caucasian,F,0
31,0,3,0,0,0,5.0,Female,Caucasian,M,0
36,0,1,0,0,0,1.0,Male,Hispanic,M,1
35,0,2,0,0,3,1.0,Male,African-American,M,0
24,0,4,0,0,2,453.0,Male,African-American,F,0
57,0,4,0,0,1,1.0,Male,Caucasian,M,0
44,0,5,0,0,8,1.0,Male,Caucasian,M,1
26,0,6,0,0,7,66.0,Female,Caucasian,F,1
51,0,8,0,1,12,1.0,Male,African-American,F,1
63,0,1,0,0,0,1.0,Female,Caucasian,M,0
27,0,10,5,1,27,0.0,Male,African-American,M,1
31,0,7,0,0,1,512.0,Male,Hispanic,F,0
31,0,2,0,0,2,1.0,Male,African-American,F,0
70,0,1,0,0,11,13.0,Male,Caucasian,F,1
25,0,2,0,0,0,0.0,Male,African-American,M,1
36,0,7,0,0,6,131.0,Male,Caucasian,F,0
29,0,9,0,0,4,1.0,Male,African-American,F,1
20,1,3,0,0,1,1.0,Male,African-American,F,0
53,0,1,0,0,0,1.0,Male,African-American,M,1
22,0,5,0,0,0,1.0,Male,African-American,F,1
23,0,2,0,0,0,1.0,Male,Caucasian,F,0
45,0,1,0,0,3,82.0,Male,Hispanic,F,0
38,0,1,0,0,0,1.0,Female,Other,F,0
41,0,2,0,0,3,1.0,Male,African-American,M,1
31,0,2,0,0,2,1.0,Female,African-American,F,0
35,0,2,0,0,2,2.0,Female,African-American,F,0
54,0,1,0,0,8,1.0,Male,African-American,F,1
66,0,2,0,0,5,1.0,Male,African-American,F,1
21,0,4,0,0,0,1.0,Male,Caucasian,M,1
52,0,5,0,0,4,0.0,Male,African-American,M,0
27,0,9,0,0,10,1.0,Male,African-American,F,1
26,0,6,0,0,1,1.0,Female,African-American,F,1
24,0,7,0,0,2,1.0,Female,Caucasian,F,0
26,0,4,0,0,0,1.0,Male,Caucasian,F,0
32,0,9,0,0,0,1.0,Male,African-American,M,0
33,0,8,0,0,4,557.0,Male,African-American,F,1
25,0,5,0,0,3,1257.0,Male,African-American,F,1
40,0,2,0,0,0,1.0,Female,Caucasian,F,0
56,0,1,0,0,0,2.0,Male,Hispanic,F,0
